id,question_en,question_ru,answer_en,answer_ru,tags,sources,safety_level,primary_tag,merged_label
118,Does dengue always require hospitalization?,Kya dengue me hamesha hospital jana hota hai?,No. Only patients with warning signs or severe disease require admission.,Nahi. Sirf un logon ko admission chahiye jinke paas khatwarning alamat ya severe dengue ho.,triage;care,WHO,general,triage,other
119,What is capillary refill?,Capillary refill kya hai?,A quick test of circulation; slow refill may indicate shock.,Yeh dola shariyan ka test hai; dheema refill shock ki nishani ho sakta hai.,assessment;shock,WHO,urgent-care,assessment,other
120,Can dengue cause low blood pressure?,Kya dengue me blood pressure gir jata hai?,Yes. Low BP is a sign of severe dengue and requires emergency care.,"Haan, kam BP severe dengue ki nishani hai—ye emergency hai.",severe_dengue;shock,WHO,emergency,severe_dengue,severe_dengue
121,How to monitor urine output?,Peshab ki nigrani kaise karen?,Dark or very low urine means dehydration—increase fluids and seek care if not improving.,Ghanay rang ya bohat kam peshab ka matlab dehydration—maye barhayen aur zarurat par madad lein.,hydration;monitoring,WHO,general,hydration,hydration
122,Is acetaminophen same as paracetamol?,Acetaminophen paracetamol hi hota hai?,"Yes, they are the same medicine used for fever control.","Haan, yeh aik hi dawai hai jo bukhar ke liye di jati hai.",medications;safe,WHO,general,medications,medications
123,Are herbal teas helpful?,Kya herbal chai dengue me faidemand hai?,Mild teas are safe but not a treatment. Avoid anything that upsets the stomach.,Halki herbal chai theek hai magar ilaj nahi. Agar pait kharab kare to parhez karein.,myths;nutrition,Education material,general,myths,other
124,Can dengue occur without fever?,Kya dengue bina bukhar ke hosakta hai?,Rare but possible. Testing and clinical evaluation are important.,Kam hota hai magar hosakta hai; test aur muaina zaruri hota hai.,diagnosis;atypical,WHO,general,diagnosis,diagnosis
125,Do repellents work?,Kya repellent asar karta hai?,"Yes. Use DEET, picaridin, IR3535, or lemon eucalyptus repellent.","Haan. DEET, picaridin ya lemon eucalyptus repellent istemal karein.",prevention;mosquito_control,WHO,general,prevention,prevention
126,Which clothing prevents mosquito bites?,Kaat se bachne ke liye kapray kaisay hon?,Wear long sleeves and pants; light-colored clothing helps.,Lambay baazu aur pajama pehnen; halka rang behtar hota hai.,prevention;mosquito_control,WHO,general,prevention,prevention
127,How often to remove standing water?,Ruka pani kitni dafa saaf karna chahiye?,"Once a week—empty, scrub, and cover all containers.","Hafte me aik dafa ruka pani khali, saaf aur dhak dein.",mosquito_control;breeding,WHO,general,mosquito_control,mosquito_control
128,Does AC reduce dengue risk?,Kya AC dengue ka khatra kam karta hai?,"Cool, closed rooms reduce mosquitoes but do not replace repellents.",Thanday band kamray machar kam karte hain magar repellent ki zarurat rehti hai.,prevention;environment,WHO,general,prevention,prevention
129,When do Aedes bite?,Aedes machar kis waqt kaat-te hain?,They bite during the day—especially early morning and late afternoon.,Yeh din me kaat-te hain—subah jaldi aur shaam ko zyada.,mosquito_behavior,WHO,general,mosquito_behavior,mosquito_control
130,Is fumigation enough?,Kya sirf fumigation se dengue rukta hai?,No. It temporarily kills adult mosquitoes but does not stop breeding.,Nahi. Yeh baray machron ko kuch der ke liye kam karta hai lekin breeding ko nahi rokh sakta.,mosquito_control;community,Public health,general,mosquito_control,mosquito_control
131,Can children take paracetamol?,Kya bachay paracetamol le sakte hain?,"Yes, based on weight and doctor advice.","Haan, wazan aur doctor ki hidayat ke mutabiq.",pediatrics;medications,WHO,general,pediatrics,pediatrics
132,Are infants at higher risk?,Kya novzadaan zyada khatre me hote hain?,Yes. They can worsen quickly and need close monitoring.,"Haan, unki halat jaldi bigar sakti hai; qareebi nigrani chahiye.",pediatrics;risks,WHO,urgent-care,pediatrics,pediatrics
133,Is dengue dangerous for elderly?,Buzurg logon ke liye dengue khatarnak hai?,Yes. Older adults have higher risk of complications.,"Haan, buzurgon me complications ka khatra zyada hota hai.",geriatrics;risks,WHO,urgent-care,geriatrics,other
134,What to know about dengue in pregnancy?,Hamal me dengue ke bare me kya maloom hona chahiye?,Pregnancy needs careful monitoring and hydration; avoid NSAIDs.,Hamal me nigrani aur hydration zaruri hai; NSAIDs se parhez.,pregnancy;triage,WHO,urgent-care,pregnancy,pregnancy
135,Can dengue affect the fetus?,Kya dengue janin ko mutasir karta hai?,Maternal dengue can increase risk; follow obstetric guidance.,"Haan, kuch khatrey barh sakte hain; obstetric hidayat zaruri hai.",pregnancy;risks,WHO,urgent-care,pregnancy,pregnancy
136,Is breastfeeding allowed?,Kya breastfeeding dengue ke baad theek hai?,Yes. Continue breastfeeding and maintain hydration.,"Haan, breastfeeding jaari rakh sakti hain; pani ka khayal rakhein.",breastfeeding;recovery,WHO,general,breastfeeding,other
137,Can I travel with dengue?,Kya dengue me safar kar sakta hoon?,Avoid travel until recovered and cleared by a doctor.,Sehat yab hone aur doctor ki ijazat ke baghair safar na karein.,travel;triage,WHO,urgent-care,travel,other
138,How to protect travelers?,Mussafiron ko dengue se bachao kaise?,"Use repellents, screens, and avoid standing water near lodging.","Repellent, jhaliyaan aur ruka pani dur karen.",travel;prevention,WHO,general,travel,other
139,What community actions reduce dengue?,Community level par dengue kam kaise hota hai?,"Weekly cleanup, covering tanks, removing waste, and awareness programs.","Hafte war safai, tankon ko dhakna, kachra dur karna aur agahi muhim zaruri hain.",community;prevention,Public health,general,community,other
140,Are school campaigns helpful?,School dengue muhim faydemand hain?,Yes. Students help identify standing water and promote repellents.,"Haan, talib-ilm ruka pani dhoond kar saaf karte hain aur repellent ka istamal batate hain.",community;awareness,Public health,general,community,other
141,Does papaya leaf cure dengue?,Kya papita patta dengue ka ilaj hai?,No. Evidence is inconsistent; do not replace medical care.,Nahi. Saboot mukhtalif hain; tibbi ilaj ka badal nahi.,myths;nutrition,Health education,general,myths,other
142,Can I take steroids?,Kya dengue me steroids le sakta hoon?,Steroids are not routine and may be harmful unless a specialist advises.,Steroids aam tor par nahi diye jate jab tak specialist hidayat na de.,medications;unsafe,WHO,general,medications,medications
143,Is there a dengue antiviral?,Kya dengue ka antiviral hota hai?,No specific approved antiviral; supportive care is main treatment.,"Nahi, koi specific antiviral nahi; supportive care bunyadi hai.",treatment;supportive,WHO,general,treatment,treatment
144,Are antibiotics useful?,Kya antibiotics dengue me faida deti hain?,"No, unless a doctor suspects bacterial infection.","Nahi, jab tak bacterial infection ka shuba na ho.",medications;antibiotics,WHO,general,medications,medications
145,How to check dehydration?,Dehydration ka andaza kaise lagayen?,"Dry mouth, dark urine, dizziness mean dehydration—take more fluids.","Mun khushk, ghana peshab, chakkar dehydration ki nishani hain—maye barhayen.",hydration;assessment,WHO,urgent-care,hydration,hydration
146,Are energy drinks good?,Kya energy drinks dengue me theek hain?,Not recommended due to caffeine/sugar—prefer ORS or water.,Sifarish nahi hoti—caffeine aur meetha nuqsan kar sakte hain.,nutrition;hydration,Health education,general,nutrition,nutrition
147,Why is rest important?,Aaram kyun zaruri hai?,Rest helps recovery and reduces strain on the body.,Aaram recovery me madad karta hai aur jismani bojh kam karta hai.,home_care;rest,WHO,general,home_care,other
148,Is severe headache dangerous?,Shadeed sar dard khatarnak hai?,"If accompanied by vomiting or bleeding, seek urgent care.",Agar ulti ya bleeding ke sath ho to foran doctor ko dikhayen.,warning_signs;headache,WHO,urgent-care,warning_signs,warning_signs
149,Is rash needed for diagnosis?,Kya rash lazmi hota hai?,No. Many confirmed dengue cases have no rash.,"Nahi, bohat se dengue cases bina rash ke hotay hain.",diagnosis;symptoms,WHO,general,diagnosis,diagnosis
150,Does dengue cause joint pain?,Kya dengue me joron ka dard hota hai?,Yes. Joint and muscle pain are common.,"Haan, joron aur pathon me dard aam hota hai.",symptoms;pain,WHO,general,symptoms,symptoms
151,Which household items breed Aedes?,Kaun se bartan machar ki breeding karte hain?,"Tanks, buckets, plant trays, coolers, old tires, clogged drains.","Tankiyan, baltiyan, ghamlon ki trays, coolers, puranay tyres aur band naliyan.",mosquito_control;breeding,Public health,general,mosquito_control,mosquito_control
152,Do Aedes breed in dirty water?,Kya Aedes ganday pani me breed karte hain?,"No, they prefer clean stagnant water near homes.","Nahi, yeh saaf ruka pani pasand karte hain.",vector;breeding,WHO,general,vector,mosquito_control
153,Is fogging safe for kids?,Kya fogging bachon ke liye safe hai?,"Yes, if they stay indoors during fogging and windows are ventilated afterward.","Haan, agar fogging ke dauran bachay andar hon aur baad me kamra hawadar kiya jaye.",mosquito_control;community,Public health,general,mosquito_control,mosquito_control
154,What is larvicide?,Larvicide kya hota hai?,It kills mosquito larvae in water containers that cannot be emptied.,Yeh un bartanon me larva ko marta hai jise khali nahi kiya ja sakta.,vector_control;chemicals,Public health,general,vector_control,mosquito_control
155,Do window screens help?,Kya jhaliyaan madad karti hain?,Yes. Screens reduce indoor mosquitoes when maintained properly.,"Haan, jhaliyaan ghar ke andar machar kam karti hain.",prevention;household,WHO,general,prevention,prevention
156,Do mosquito coils work?,Kya mosquito coil faidemand hai?,They reduce bites but should be used with ventilation.,Kaat kam hotay hain magar kamra hawadar hona chahiye.,prevention;household,Health education,general,prevention,prevention
157,Is second dengue infection worse?,Kya doosri dafa dengue zyada khatarnak hota hai?,Yes. A different serotype may cause more severe illness.,"Haan, mukhtalif serotype se dobara dengue zyada shadeed ho sakta hai.",immunity;risks,WHO,urgent-care,immunity,immunity
158,What are dengue serotypes?,Dengue ke serotypes kya hain?,There are 4: DENV-1 to DENV-4.,Char serotypes hotay hain: DENV-1 se DENV-4.,virology;serotypes,WHO,general,virology,other
159,Is gum bleeding a warning sign?,Masoodon se khoon ana khatwarning alamat hai?,Yes. Seek urgent care.,"Haan, foran muaina karwayen.",warning_signs;bleeding,WHO,urgent-care,warning_signs,warning_signs
160,What is the tourniquet test?,Tourniquet test kya hai?,A bedside test showing capillary fragility; not required for all patients.,Ek test jo ragoon ki nazukhi dikhata hai; har case me zaruri nahi.,diagnosis;clinical,WHO,general,diagnosis,diagnosis
161,Can dengue cause low sodium?,Kya dengue me sodium kam hosakta hai?,Mild hyponatremia can occur and is monitored by clinicians.,"Halka sodium kam hosakta hai, doctors nigrani karte hain.",labs;electrolytes,WHO,general,labs,laboratory
162,Should I check temperature regularly?,Bukhar bar bar check karna chahiye?,"Yes, every 4–6 hours.","Haan, har 4–6 ghantay me.",monitoring;fever,WHO,general,monitoring,laboratory
163,What if fever returns?,Bukhar wapas aaye to?,Get evaluated to rule out complications or another illness.,Muaina karwayen taa-ke complications ya doosri bimari na ho.,triage;follow_up,WHO,urgent-care,triage,other
164,Are cold sponges helpful?,Thandi patti faidemand hai?,"Lukewarm sponging can help, but medicines and hydration are main treatment.",Halka garam pani se patti rahat deti hai magar asal ilaj dawa aur hydration hai.,home_care;fever,Health education,general,home_care,other
165,Does dengue cause eye pain?,Kya dengue me aankh dard hota hai?,"Yes, pain behind eyes is common.","Haan, aankh ke peeche dard aam hai.",symptoms;eye,WHO,general,symptoms,symptoms
166,What to eat during nausea?,Ghulati me kya khana chahiye?,Small bland meals and clear fluids.,Choti choti halki meals aur saaf maye.,nutrition;nausea,WHO,urgent-care,nutrition,nutrition
167,Is black stool dangerous?,Kya kala paikhana khatarnak hota hai?,"Yes, it indicates internal bleeding and is an emergency.","Haan, ye andarooni bleeding ki nishani hai—emergency hai.",bleeding;emergency,WHO,emergency,bleeding,bleeding
168,Can dengue cause breathing difficulty?,Saans me dushwari ho sakti hai?,Yes. It requires urgent medical attention.,"Haan, foran tibbi madad ki zarurat hoti hai.",warning_signs;respiratory,WHO,emergency,warning_signs,warning_signs
169,Is dizziness dangerous?,Kya chakkar khatarnak hain?,Severe dizziness suggests dehydration or shock—seek urgent care.,Shadeed chakkar dehydration ya shock ki taraf ishara karte hain.,warning_signs;hydration,WHO,urgent-care,warning_signs,warning_signs
170,Is confusion a warning sign?,Kya uljhan khatwarning alamat hai?,"Yes, confusion means the brain is not getting enough circulation.","Haan, uljhan circulation ki kami dikhati hai—ye emergency hai.",warning_signs;neuro,WHO,emergency,warning_signs,warning_signs
171,Does dengue cause chest pain?,Kya dengue se seene me dard hota hai?,"Mild discomfort is possible, but sharp chest pain must be evaluated.","Halki takleef hosakti hai, magar tez seene ka dard muaina chahta hai.",symptoms;cardio,WHO,urgent-care,symptoms,symptoms
172,Can dengue cause jaundice?,Kya dengue me peelia hosakta hai?,Rare but possible in severe liver involvement.,Kam hota hai magar shadeed liver maslon me hosakta hai.,complications;liver,WHO,urgent-care,complications,complications
173,Is sweating normal?,Kya dengue me paseena aam hai?,"Yes, fever fluctuations can cause sweating.","Haan, bukhar ke farq se paseena aasakta hai.",symptoms;fever,WHO,general,symptoms,symptoms
174,Does dengue cause swelling?,Kya dengue me soojan hoti hai?,Swelling in feet or face suggests fluid leakage and requires evaluation.,Paon ya chehray ki soojan leakage ki nishani hai—muaina zaruri hai.,severe_dengue;leakage,WHO,urgent-care,severe_dengue,severe_dengue
175,Can dengue cause cold hands?,Kya haath thanday hosakte hain?,"Yes, cold extremities are a sign of shock.","Haan, thanday haath shock ki nishani hain.",severe_dengue;shock,WHO,emergency,severe_dengue,severe_dengue
176,Should I avoid exercise?,Kya exercise se parhez karna chahiye?,"Yes, avoid strenuous activity until fully recovered.","Haan, poori sehat tak mehnat se parhez karein.",home_care;activity,WHO,general,home_care,other
177,Can dehydration cause rapid heartbeat?,Kya dehydration se dharkan barh jati hai?,"Yes, dehydration increases heart rate.","Haan, dehydration se dharkan tez hoti hai.",hydration;cardio,WHO,general,hydration,hydration
